query,intent
Can you give me the headcount for the last month?,headcount_report
How many employees are currently in the onboarding process?,headcount_report
What is the headcount for the business development team?,headcount_report
Can you provide the headcount for employees who work from home?,headcount_report
What is the headcount for the creative team?,headcount_report
How many employees are currently working on-site?,headcount_report
What is the headcount for the training department?,headcount_report
Can you show me the headcount for the last two years?,headcount_report
How many employees are currently involved in cross-functional teams?,headcount_report
What is the headcount for the quality assurance team?,headcount_report
Can you provide the headcount for the administrative staff?,headcount_report
What is the current headcount in the company?,headcount_report
Can you provide the latest headcount report?,headcount_report
How many employees are currently working here?,headcount_report
What is the total number of staff members?,headcount_report
Show me the headcount by department.,headcount_report
What is the headcount trend over the last year?,headcount_report
Can I get a breakdown of headcount by location?,headcount_report
What is the headcount for remote employees?,headcount_report
How many full-time employees do we have?,headcount_report
What is the headcount for part-time employees?,headcount_report
Can you tell me the headcount for interns?,headcount_report
What is the current headcount in the sales department?,headcount_report
How many employees have joined this month?,headcount_report
What is the headcount for the engineering team?,headcount_report
Can you provide the headcount statistics for Q1?,headcount_report
