text,intent,task,slots,role
What is the leave balance for the team members?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""all""}",hr
Can you provide a summary of leave balances for the last year?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""all""}",hr
What is the leave history for the last quarter?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",hr
Can you tell me how many vacation days employee XYZ has left?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",hr
What is the sick leave balance for my team?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""sick""}",hr
Could you provide the leave balance for the last month?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""all""}",hr
Can you check the leave history for the past year?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",hr
What is the leave balance for employees in department A?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""all""}",hr
Can you summarize the leave balances for employees in department B?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""all""}",hr
"Could you tell me my current leave balance, please?",leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
I need to check how many sick days I have left this year.,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""sick""}",employee
What’s my leave balance looking like for vacation days?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you provide a summary of my leave balance?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
How many personal days do I have left?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""personal""}",employee
"I think I should have some vacation days left, can you confirm?",leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Could you remind me of my leave history for the past year?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you check my leave balance for maternity leave?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""maternity""}",employee
I’d like to see how many days I took off last year.,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you tell me if I have any leave left for this month?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
"I believe I have some sick leave remaining, can you check?",leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""sick""}",employee
What’s the status of my leave requests from last month?,leave_balance,leave_history,"{""month"": ""July"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you provide details on my approved leaves for the next month?,leave_balance,upcoming_approved_leaves,"{""month"": ""September"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
I need to know how many days I have left for bereavement leave.,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""bereavement""}",employee
Could you summarize my leave balance for the current year?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
What’s the total leave I have taken so far this year?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you check if I have any vacation days approved for next month?,leave_balance,upcoming_approved_leaves,"{""month"": ""September"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
"I think I have some leave left, can you verify that for me?",leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you tell me how many days I have left for unpaid leave?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""unpaid""}",employee
What’s my leave balance for the upcoming month?,leave_balance,leave_balance_summary,"{""month"": ""September"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you provide a breakdown of my leave history?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
I need to know my leave balance for the next quarter.,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you check my sick leave balance for this month?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""sick""}",employee
What’s the total leave I have taken in the last six months?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you tell me how many vacation days I have left?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
I’d like to know my leave balance for the upcoming holiday season.,leave_balance,leave_balance_summary,"{""month"": ""December"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
What’s my leave history for the past two months?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Could you summarize the leave I have taken this year?,leave_balance,leave_history,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
What’s my balance for maternity leave?,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""maternity""}",employee
Can you provide my leave balance for the next month?,leave_balance,leave_balance_summary,"{""month"": ""September"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
What’s the status of my leave requests from last quarter?,leave_balance,leave_history,"{""month"": ""June"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
Can you check my leave balance for the current month?,leave_balance,leave_balance_summary,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""vacation""}",employee
I’d like to see how many sick days I have left for this year.,leave_balance,leave_balance_by_type,"{""month"": ""August"", ""year"": ""2025"", ""leave_type"": ""sick""}",employee
Can you tell me my current leave balance summary?,leave_balance,leave_balance_summary,{},employee
I need to check how many vacation days I have left for this year.,leave_balance,leave_balance_by_type,"{""leave_type"": ""vacation"", ""year"": ""2025""}",employee
Could you provide me with a summary of my leave balance?,leave_balance,leave_balance_summary,{},employee
I think I have some personal leave left; can you check that for me?,leave_balance,leave_balance_by_type,"{""leave_type"": ""personal"", ""year"": ""2025""}",employee
What’s the history of my leaves taken this year?,leave_balance,leave_history,"{""year"": ""2025""}",employee
I’d like to know how many leave days I have left in total.,leave_balance,leave_balance_summary,{},employee
Can you remind me of my leave balance for maternity leave?,leave_balance,leave_balance_by_type,"{""leave_type"": ""maternity"", ""year"": ""2025""}",employee
What’s my leave history for the last year?,leave_balance,leave_history,"{""year"": ""2024""}",employee
I think I have some comp time left; can you verify that?,leave_balance,leave_balance_by_type,"{""leave_type"": ""comp"", ""year"": ""2025""}",employee
What are the details of my approved leaves coming up?,leave_balance,upcoming_approved_leaves,{},employee
Can you provide a summary of my leave balance by type?,leave_balance,leave_balance_summary,{},employee
"I’d like to see my leave history for the past few months, please.",leave_balance,leave_history,"{""year"": ""2025""}",employee
Could you tell me how many sick days I have left?,leave_balance,leave_balance_by_type,"{""leave_type"": ""sick"", ""year"": ""2025""}",employee
Can you summarize my leave balance for the current year?,leave_balance,leave_balance_summary,"{""year"": ""2025""}",employee
"I need to check the leave history for my team members, please.",leave_balance,leave_history,"{""year"": ""2025""}",hr
What’s the leave balance for employee ID 12345?,leave_balance,leave_balance_summary,"{""employee_id"": ""12345""}",hr
Can you provide the leave balance by type for employee XYZ?,leave_balance,leave_balance_by_type,"{""leave_type"": ""vacation"", ""employee_id"": ""XYZ"", ""year"": ""2025""}",hr
I’d like to see the upcoming approved leaves for my department.,leave_balance,upcoming_approved_leaves,{},hr
Can you check the leave history for employee ABC?,leave_balance,leave_history,"{""employee_id"": ""ABC"", ""year"": ""2025""}",hr
What’s the total leave balance for the team this year?,leave_balance,leave_balance_summary,"{""year"": ""2025""}",hr
What’s the leave history for employee 67890?,leave_balance,leave_history,"{""employee_id"": ""67890"", ""year"": ""2025""}",hr
